geneID	taxon	count	SampleID
AAA26683.1	Staphylococcus aureus	6.0	504_t1
AAA99505.1	Bacillus licheniformis	21.0	504_t1
AAM77075.1	uncultured bacterium	13.0	504_t1
AAG04750.1	Pseudomonas aeruginosa PAO1	5.0	504_t1
AKD43328.1	Klebsiella pneumoniae	1.0	504_t1
CAA42594.1	Streptomyces lividans 1326	4.0	504_t1
ABR14060.1	Streptococcus uberis	19.0	504_t1
CAB14620.1	Bacillus subtilis subsp. subtilis str. 168	13.0	504_t1
ACH59005.1	uncultured bacterium BLR19	1.0	504_t1
AAW66497.1	Acinetobacter sp. LUH5605	1.0	504_t1
AAB05628.1	Enterococcus faecalis	4.0	504_t1
ALX99516.1	Acinetobacter baumannii	5.0	504_t1
AAN00989.1	Streptococcus agalactiae 2603V/R	3.0	504_t1
ACZ72746.1	Elizabethkingia meningoseptica	2.0	504_t1
AAO52851.1	Enterococcus faecium	1.0	504_t1
AAA25655.1	Proteus mirabilis	5.0	504_t1
AAK63040.1	Escherichia coli	1.0	504_t1
AAV32840.1	Pseudomonas aeruginosa	4.0	504_t1
EGP45232.2	Achromobacter insuavis AXX-A	4.0	504_t1
AAC74149.2	Escherichia coli str. K-12 substr. MG1655	1.0	504_t1
AAN17791.1	Buttiauxella agrestis	1.0	504_t1
CAD31707.1	Salmonella enterica subsp. enterica serovar Typhimurium	2.0	504_t1
AIG22448.1	Citrobacter freundii	1.0	504_t1
ADZ54048.1	Brachyspira pilosicoli	6.0	504_t1
AAA22597.1	Bacillus anthracis	1.0	504_t1
BAD00739.1	Vibrio fluvialis	3.0	504_t1
AAA26684.1	Staphylococcus aureus	2.0	504_t1
AAA65959.1	Enterococcus faecium	6.0	504_t1
BAC11901.1	Streptococcus suis	1.0	504_t1
AGT57825	synthetic construct	4.0	504_t1
CAA31895.1	Plasmid pWP113a	3.0	504_t1
AAD12162.1	Streptomyces fradiae	2.0	504_t1
AHA41501.1	Rhodococcus hoagii	1.0	504_t1
CAH10847.1	Salmonella enterica subsp. enterica serovar Agona	3.0	504_t1
ABB43029.1	Escherichia coli	1.0	504_t1
BAF91108.1	Citrobacter freundii	1.0	504_t1
AAB41956.1	Pseudomonas aeruginosa	2.0	504_t1
AAA26549.1	Serratia marcescens	2.0	504_t1
CAC87665.1	Caulobacter vibrioides	1.0	504_t1
CTQ57092.1	Acinetobacter lwoffii	1.0	504_t1
AAK99775.1	Streptococcus pneumoniae R6	1.0	504_t1
BAO79432.1	Campylobacter jejuni subsp. jejuni	2.0	504_t1
AJF36617.1	Rhodococcus hoagii	1.0	504_t1
AAS48620.1	Enterobacter cloacae	8.0	504_t1
AEI83430.1	Klebsiella pneumoniae	3.0	504_t1
CAA30695.1	Plasmid R387	3.0	504_t1
BAA15221.2	Escherichia coli str. K-12 substr. W3110	3.0	504_t1
AAK63041.1	Escherichia coli	3.0	504_t1
AAC43550.1	Mycolicibacterium smegmatis MC2 155	1.0	504_t1
AAT46346.1	Laribacter hongkongensis	2.0	504_t1
ACK43806.1	Aeromonas media	1.0	504_t1
ABA28305.2	Streptomyces lividans	2.0	504_t1
ABW76134.1	Brachyspira pilosicoli	1.0	504_t1
AAA65957.1	Enterococcus faecium	1.0	504_t1
AUW34359.1	uncultured bacterium	2.0	504_t1
BAA07390.1	Kitasatospora aureofaciens	3.0	504_t1
AGV28567.1	Acinetobacter baumannii	2.0	504_t1
CBL80435.1	Staphylococcus aureus	2.0	504_t1
CAC80727.1	Aeromonas salmonicida subsp. salmonicida	1.0	504_t1
BAN78519.1	Pseudomonas aeruginosa	1.0	504_t1
CCP45647.1	Mycobacterium tuberculosis H37Rv	1.0	504_t1
AJP77071	Pedobacter sp. ALS-14	2.0	504_t1
ACN32294.1	Escherichia coli	1.0	504_t1
ACH58989.1	uncultured bacterium BLR9	1.0	504_t1
APB03218.1	Paenibacillus sp. LC231	1.0	504_t1
CAA27061.1	Bacillus circulans	1.0	504_t1
ABA42119.2	Streptomyces antibioticus	1.0	504_t1
AHH86051.1	Brevibacillus brevis	2.0	504_t1
ABW76138.1	Brachyspira pilosicoli	1.0	504_t1
BAA78619.1	Streptomyces griseus	1.0	504_t1
AAD22144.1	Klebsiella aerogenes	1.0	504_t1
BAG75524.1	Enterococcus faecium	1.0	504_t1
AGI65307.1	Acinetobacter schindleri	1.0	504_t1
AET15272.1	Pasteurella multocida 36950	2.0	504_t1
BAC20579.1	Pseudomonas aeruginosa	1.0	504_t1
BAC11911.1	Enterococcus faecalis ATCC 29212	2.0	504_t1
ALF06101.1	Clostridium botulinum	1.0	504_t1
ACH58994.1	uncultured bacterium BLR17	1.0	504_t1
AAA21889.1	Acinetobacter haemolyticus	1.0	504_t1
ALC79293.1	Brachyspira pilosicoli	1.0	504_t1
AAC05822.1	Mycolicibacterium smegmatis	1.0	504_t1
BAM73613.1	Acinetobacter courvalinii	1.0	504_t1
ABX54688.1	Enterococcus faecalis	1.0	504_t1
ANK04027.1	Escherichia coli O25b:H4	1.0	504_t1
BAA07072.1	Photobacterium damselae subsp. piscicida	2.0	504_t1
AJP77059	Pedobacter sp. SI-33	1.0	504_t1
BAA03718.1	Photobacterium damselae subsp. piscicida	1.0	504_t1
AHV80711.1	Salmonella enterica subsp. enterica serovar Typhimurium	1.0	504_t1
BAJ42218.1	Escherichia coli DH1	1.0	504_t1
AAA27459.1	Transposon Tn4551	1.0	504_t1
AAB41957.1	Pseudomonas aeruginosa	3948.0	517_t3
BAE06008.1	Pseudomonas aeruginosa	1951.0	517_t3
AAA99504.1	Bacillus licheniformis	4273.0	517_t3
AAC75137.1	Escherichia coli str. K-12 substr. MG1655	1014.0	517_t3
BAE06006.1	Pseudomonas aeruginosa	666.0	517_t3
BAA16344.1	Escherichia coli str. K-12 substr. W3110	3625.0	517_t3
AAC74000.1	Escherichia coli str. K-12 substr. MG1655	4397.0	517_t3
AAV85982.1	Neisseria gonorrhoeae	17371.0	517_t3
AAB58161.1	Burkholderia cepacia	3342.0	517_t3
ABA71733.1	Enterococcus faecalis	635.0	517_t3
BAD59497.1	Nocardia farcinica IFM 10152	10977.0	517_t3
AAC60781.1	Yersinia enterocolitica (type O:8)	1905.0	517_t3
AAP43110.2	Escherichia coli	4708.0	517_t3
AHA41499.1	Rhodococcus hoagii	944.0	517_t3
A1A317	Bifidobacterium adolescentis ATCC 15703	5915.0	517_t3
AAD23513.1	Prevotella intermedia	7697.0	517_t3
CAA79727.1	Bacteroides fragilis	22471.0	517_t3
NP_388442.1	Bacillus subtilis subsp. subtilis str. 168	2945.0	517_t3
AAA86871.1	Staphylococcus aureus	1581.0	517_t3
AAO47226.2	Streptomyces rishiriensis	6022.0	517_t3
AAA21532.1	Bacteroides fragilis	3745.0	517_t3
CAB60001.1	Saccharopolyspora erythraea NRRL 2338	404.0	517_t3
AAA26793	Streptomyces antibioticus	2370.0	517_t3
CAA78046.1	Rhodococcus fascians	233.0	517_t3
AAC76298.1	Escherichia coli str. K-12 substr. MG1655	3864.0	517_t3
NP_252896.1	Pseudomonas aeruginosa PAO1	2147.0	517_t3
AAB41958.1	Pseudomonas aeruginosa	103.0	517_t3
AEX49906.1	Pseudomonas aeruginosa	270.0	517_t3
AAG07763.1	Pseudomonas aeruginosa PAO1	3608.0	517_t3
ABS43151.1	Campylobacter jejuni subsp. doylei 269.97	15402.0	517_t3
AAF86220.1	Enterococcus faecium	1119.0	517_t3
CAA53189	Staphylococcus aureus	2430.0	517_t3
AAD51345.1	Stenotrophomonas maltophilia	2509.0	517_t3
AHA41505.1	Rhodococcus hoagii	2008.0	517_t3
AAX14802.1	Acinetobacter baumannii	1605.0	517_t3
BAA34300.1	Pseudomonas aeruginosa PAO1	3186.0	517_t3
AAB05622.1	Enterococcus faecalis	1050.0	517_t3
AAC75089.1	Escherichia coli str. K-12 substr. MG1655	3950.0	517_t3
AEY83581	Staphylococcus aureus	3457.0	517_t3
CAC14595.1	Stenotrophomonas maltophilia	3226.0	517_t3
AAF01499.1	Streptococcus pyogenes	1697.0	517_t3
AAG05882.1	Pseudomonas aeruginosa PAO1	7152.0	517_t3
AAF74725.1	Bacteroides fragilis	7453.0	517_t3
AAC75314.1	Escherichia coli str. K-12 substr. MG1655	1201.0	517_t3
AAL14440.1	Acinetobacter baumannii	2874.0	517_t3
AAA88675.1	Bacteroides fragilis	1868.0	517_t3
AAL19305.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	4788.0	517_t3
ABX00624.1	Streptomyces lincolnensis	1350.0	517_t3
CBL58195.1	Staphylococcus aureus	178.0	517_t3
AAA74437.1	Pseudomonas aeruginosa	1014.0	517_t3
AAD51344.1	Stenotrophomonas maltophilia	305.0	517_t3
ACT97415.1	mixed culture bacterium AX_gF3SD01_15	2228.0	517_t3
AKA86814	Enterococcus faecalis	5997.0	517_t3
ABH10964.1	Staphylococcus haemolyticus	555.0	517_t3
AEP40503.1	Enterococcus faecium	57.0	517_t3
AAA50325.1	Streptomyces antibioticus	547.0	517_t3
AAK01167.1	Enterococcus faecium	225.0	517_t3
AVI44920.1	Staphylococcus aureus	1806.0	517_t3
AAA26652.1	Staphylococcus haemolyticus	936.0	517_t3
AAL19304.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	454.0	517_t3
AAG06942.1	Pseudomonas aeruginosa PAO1	866.0	517_t3
AAD51346.1	Stenotrophomonas maltophilia	149.0	517_t3
ACB05808.1	Acinetobacter baumannii	810.0	517_t3
AAF42062.1	Neisseria meningitidis MC58	845.0	517_t3
APB03219.1	Paenibacillus sp. LC231	7663.0	517_t3
AAF67494.2	Streptomyces niveus	3024.0	517_t3
ABA71731.1	Enterococcus faecalis	490.0	517_t3
AAK76137.1	Streptococcus pneumoniae TIGR4	190.0	517_t3
CAJ77856.1	Acinetobacter baumannii AYE	1157.0	517_t3
AAB58160.1	Burkholderia cepacia	54.0	517_t3
AYV52072.1	Lactococcus lactis	635.0	517_t3
AAC73564.1	Escherichia coli str. K-12 substr. MG1655	2617.0	517_t3
ACH87088.1	Escherichia coli	919.0	517_t3
AAC75429.1	Escherichia coli str. K-12 substr. MG1655	445.0	517_t3
AAC76093.1	Escherichia coli str. K-12 substr. MG1655	830.0	517_t3
AAC76539.1	Escherichia coli str. K-12 substr. MG1655	2206.0	517_t3
BAA15934.1	Escherichia coli str. K-12 substr. W3110	14.0	517_t3
CAH14033.1	Legionella pneumophila str. Paris	1085.0	517_t3
AEP40500.1	Enterococcus faecium	417.0	517_t3
AGN74946	Staphylococcus sciuri subsp. sciuri	432.0	517_t3
CAH35802.1	Burkholderia pseudomallei K96243	1871.0	517_t3
ABA71727.1	Enterococcus faecalis	979.0	517_t3
ACL82957.1	Enterococcus faecium	1961.0	517_t3
AAO04716.1	Staphylococcus epidermidis ATCC 12228	827.0	517_t3
EGP45231.1	Achromobacter insuavis AXX-A	1426.0	517_t3
AGT57825	synthetic construct	618.0	517_t3
ABG77965.1	Enterobacter cloacae	153.0	517_t3
AAR84672.1	Paenibacillus popilliae ATCC 14706	2679.0	517_t3
AAA26832.1	Streptomyces fradiae	661.0	517_t3
CBY88983.1	Staphylococcus aureus subsp. aureus ST398	819.0	517_t3
APB03214.1	Paenibacillus sp. LC231	1035.0	517_t3
ABA71728.1	Enterococcus faecalis	452.0	517_t3
AAL19306.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	790.0	517_t3
BAE15963.1	Staphylococcus aureus	406.0	517_t3
AAV37206.1	Parabacteroides distasonis	409.0	517_t3
AAK76136.1	Streptococcus pneumoniae TIGR4	69.0	517_t3
AVM85875.1	Escherichia coli	317.0	517_t3
AAC32027.1	Streptomyces thermotolerans	1064.0	517_t3
CAC14596.1	Stenotrophomonas maltophilia	319.0	517_t3
AET10444.1	Streptococcus australis	26.0	517_t3
AEO25219.1	Listeria monocytogenes FSL R2-561	917.0	517_t3
CAH35803.1	Burkholderia pseudomallei K96243	141.0	517_t3
AAN28721.1	uncultured bacterium	1705.0	517_t3
ADP36409.1	Bifidobacterium bifidum PRL2010	865.0	517_t3
CCP46065.1	Mycobacterium tuberculosis H37Rv	989.0	517_t3
CDO61513.1	Enterococcus faecium	1307.0	517_t3
AAG05914	Pseudomonas aeruginosa PAO1	742.0	517_t3
AAM09851.1	Enterococcus faecium	172.0	517_t3
EGP45230	Achromobacter insuavis AXX-A	152.0	517_t3
AAP43109.1	Escherichia coli	459.0	517_t3
ANZ79241.1	uncultured bacterium	884.0	517_t3
AUI09862.1	uncultured bacterium	691.0	517_t3
CBJ02047.1	Escherichia coli ETEC H10407	61.0	517_t3
ACL82958.1	Enterococcus faecium	201.0	517_t3
AAF63432	Yersinia enterocolitica	435.0	517_t3
ABX54691.1	Enterococcus faecalis	601.0	517_t3
AAG07064.1	Pseudomonas aeruginosa PAO1	288.0	517_t3
AAA22081.1	Agrobacterium fabrum str. C58	477.0	517_t3
APB03220.1	Paenibacillus sp. LC231	99.0	517_t3
BAE85478.1	Desulfitobacterium hafniense Y51	579.0	517_t3
CAA10975.1	Butyrivibrio fibrisolvens	383.0	517_t3
AAB95639.1	Staphylococcus aureus	669.0	517_t3
AAR96051.1	Streptomyces rimosus	676.0	517_t3
AAA20117.1	Clostridium perfringens	730.0	517_t3
SIP52035.1	Pseudomonas aeruginosa	524.0	517_t3
AAG05881.1	Pseudomonas aeruginosa PAO1	408.0	517_t3
WP_000192137.1	Bacillales	612.0	517_t3
AAD51348.1	Stenotrophomonas maltophilia	591.0	517_t3
AAA65954.1	Enterococcus faecium	335.0	517_t3
CAD55718.1	Bacteroides coprosuis DSM 18011	340.0	517_t3
BAE06007.1	Pseudomonas aeruginosa	222.0	517_t3
ABX54687.1	Enterococcus faecalis	218.0	517_t3
AAG03816.1	Pseudomonas aeruginosa PAO1	395.0	517_t3
AID93387.1	Klebsiella oxytoca KONIH1	102.0	517_t3
AAL27442.1	Enterococcus faecalis	351.0	517_t3
BAA15935.1	Escherichia coli str. K-12 substr. W3110	244.0	517_t3
ACX92987.1	Enterococcus faecium	508.0	517_t3
AAB36568.1	Streptomyces venezuelae ATCC 10712	400.0	517_t3
AHB37625.1	Staphylococcus cohnii	349.0	517_t3
AAC75271.1	Escherichia coli str. K-12 substr. MG1655	320.0	517_t3
BAA11236.1	Escherichia coli	34.0	517_t3
CAA37477.1	Streptomyces rimosus	309.0	517_t3
AAA65953.1	Enterococcus faecium	259.0	517_t3
AAC73788.1	Escherichia coli str. K-12 substr. MG1655	195.0	517_t3
CBH51823.1	Campylobacter fetus subsp. fetus	498.0	517_t3
CAA11473.1	Pseudomonas aeruginosa	259.0	517_t3
AAK64581.1	Vibrio cholerae MO10	105.0	517_t3
ADM92605.1	Acinetobacter baumannii	330.0	517_t3
AET10445.1	Streptococcus australis	69.0	517_t3
AEA37904.1	Streptococcus agalactiae	286.0	517_t3
ANZ79240.1	uncultured bacterium	186.0	517_t3
AAF36802.1	Paenibacillus popilliae ATCC 14706	32.0	517_t3
BAA16547.1	Escherichia coli str. K-12 substr. W3110	143.0	517_t3
ABD30512.1	Staphylococcus aureus subsp. aureus NCTC 8325	756.0	517_t3
CAC41008.1	Klebsiella pneumoniae	63.0	517_t3
CDO61516.1	Enterococcus faecium	75.0	517_t3
NP_862226.1	Corynebacterium striatum	761.0	517_t3
AAC75136.1	Escherichia coli str. K-12 substr. MG1655	173.0	517_t3
CAA36304.1	Staphylococcus epidermidis	194.0	517_t3
ACX92986.2	Enterococcus faecium	29.0	517_t3
CAJ77855.1	Acinetobacter baumannii AYE	219.0	517_t3
AAL27445.1	Enterococcus faecalis	165.0	517_t3
AAP15294.1	Pasteurella multocida	65.0	517_t3
AAB05626.1	Enterococcus faecalis	127.0	517_t3
CAQ49384.1	Staphylococcus aureus subsp. aureus ST398	16.0	517_t3
CAE18141.1	Staphylococcus sciuri	62.0	517_t3
AAG03548.1	Pseudomonas aeruginosa PAO1	110.0	517_t3
BAM10414.1	Pseudomonas aeruginosa	194.0	517_t3
AAD51347.1	Stenotrophomonas maltophilia	62.0	517_t3
NP_249116.1	Pseudomonas aeruginosa PAO1	136.0	517_t3
AAF86641.1	Enterococcus gallinarum	115.0	517_t3
ABX54692.1	Enterococcus faecalis	2.0	517_t3
AAM92461.1	Salmonella enterica subsp. enterica serovar Typhi	45.0	517_t3
AAM09850.1	Enterococcus faecium	236.0	517_t3
AFQ93498.1	Enterobacter cloacae	27.0	517_t3
BAE77781.1	Escherichia coli str. K-12 substr. W3110	52.0	517_t3
AAL27444.1	Enterococcus faecalis	33.0	517_t3
AUR80098.1	Klebsiella pneumoniae	74.0	517_t3
CAA40897.1	Escherichia coli	76.0	517_t3
CAE00499.1	Clostridioides difficile	14.0	517_t3
AAF40763.1	Neisseria meningitidis MC58	153.0	517_t3
CBL58181.1	Staphylococcus aureus	15.0	517_t3
CAJ77857.1	Acinetobacter baumannii AYE	77.0	517_t3
EHL92831.1	Klebsiella sp. 4_1_44FAA	23.0	517_t3
AAC45805.1	Rhodococcus rhodochrous	38.0	517_t3
CAI47810.1	Pseudomonas aeruginosa	16.0	517_t3
AEP40504.1	Enterococcus faecium	41.0	517_t3
AAX14803.1	Acinetobacter baumannii	19.0	517_t3
AAD37403.1	Escherichia coli	89.0	517_t3
APB03216.1	Paenibacillus sp. LC231	18.0	517_t3
BAE78084.1	Escherichia coli str. K-12 substr. W3110	26.0	517_t3
CAA45050.1	Streptomyces ambofaciens	11.0	517_t3
AAA23033.2	Campylobacter jejuni	5.0	517_t3
AAF17880.1	Escherichia coli	1.0	517_t3
AAA25550.1	Plasmid pAZ1	60.0	517_t3
EGE18576.1	Moraxella catarrhalis BC1	19.0	517_t3
BAG75524.1	Enterococcus faecium	2.0	517_t3
AAG07065.1	Pseudomonas aeruginosa PAO1	13.0	517_t3
AAK99679.1	Streptococcus pneumoniae R6	4.0	517_t3
AAA23215.1	Clostridium perfringens	2.0	517_t3
BAE06009.1	Pseudomonas aeruginosa	35.0	517_t3
KIX81495.1	Bacillus subtilis	1.0	517_t3
CAA64891.1	Neisseria gonorrhoeae	2.0	517_t3
AAB08924.1	Enterococcus faecium	5.0	517_t3
EOD99669.1	Enterococcus faecalis EnGen0074	1.0	517_t3
AAA65958.1	Enterococcus faecium	1.0	517_t3
SOX29786.1	Brachyspira hyodysenteriae	10.0	517_t3
ABQ47844.1	Staphylococcus aureus subsp. aureus JH9	4.0	517_t3
AAB41956.1	Pseudomonas aeruginosa	5.0	517_t3
ABA71729.1	Enterococcus faecalis	1.0	517_t3
CAL84423.1	Clostridium botulinum A str. ATCC 3502	2.0	517_t3
AEM62948.1	Bhargavaea cecembensis	1.0	517_t3
AAA85213.1	Listeria monocytogenes	13.0	517_t3
AQX82857.1	Macrococcus caseolyticus	2.0	517_t3
ABU39979.1	Bacillus clausii	6.0	517_t3
CAB13166.1	Bacillus subtilis subsp. subtilis str. 168	1.0	517_t3
AAC75135.2	Escherichia coli str. K-12 substr. MG1655	1.0	517_t3
CAE53424.1	Pasteurella multocida	7.0	517_t3
AFK13828.1	Enterobacter cloacae	1.0	517_t3
APB03222.1	Paenibacillus sp. LC231	3.0	517_t3
CAG27800.1	uncultured bacterium	1.0	517_t3
AHE40557.1	Exiguobacterium sp. S3-2	3.0	517_t3
AAV37205.1	Bacteroides fragilis	3.0	517_t3
ALX99516.1	Acinetobacter baumannii	1.0	517_t3
AAF36806.1	Paenibacillus popilliae ATCC 14706	2.0	517_t3
AAF86219.1	Enterococcus faecium	3.0	517_t3
ABX54690.1	Enterococcus faecalis	1.0	517_t3
AAG05915.1	Pseudomonas aeruginosa PAO1	5.0	517_t3
ABR14060.1	Streptococcus uberis	2.0	517_t3
AAN28945	Chlamydia trachomatis	3.0	517_t3
AAK97755.1	Aeromonas salmonicida	1.0	517_t3
ACL82961.1	Enterococcus faecium	1.0	517_t3
AAW38464.1	Staphylococcus aureus subsp. aureus COL	1.0	517_t3
AAK07612.2	Bacteroides coprosuis DSM 18011	1.0	517_t3
CAC99773.1	Listeria monocytogenes EGD-e	1.0	517_t3
AAA24786.1	Enterococcus gallinarum	4.0	517_t3
AAG05916.1	Pseudomonas aeruginosa PAO1	1.0	517_t3
CBY77552.1	Pasteurella multocida	1.0	517_t3
BAB38260.1	Escherichia coli O157:H7 str. Sakai	1.0	517_t3
ACD35503.1	Micrococcus sp. SMCC G887	1.0	517_t3
AIG22448.1	Citrobacter freundii	1.0	517_t3
ADD80743.1	Aeromonas allosaccharophila	2.0	517_t3
AAA22851.1	Geobacillus stearothermophilus	4.0	517_t3
AAL73129.1	Streptococcus pyogenes	6.0	517_t3
AAK84316.1	Enterococcus faecium	3.0	517_t3
AAF86642.1	Enterococcus gallinarum	1.0	517_t3
CAB55427.1	Elizabethkingia meningoseptica	1.0	517_t3
ALH22601.1	Acinetobacter baumannii	1.0	517_t3
ALF06101.1	Clostridium botulinum	1.0	517_t3
AAO43110.1	Enterococcus faecalis ATCC 29212	2.0	517_t3
CAL64019.1	Staphylococcus warneri	2.0	517_t3
AAK37619.1	Vibrio harveyi	2.0	517_t3
AAC76297.1	Escherichia coli str. K-12 substr. MG1655	1.0	517_t3
AEI54993.1	Acinetobacter baumannii	2.0	517_t3
AAA88548.1	Staphylococcus aureus	1.0	517_t3
AHA41500.1	Rhodococcus hoagii	1.0	517_t3
ASU10319.1	Aeromonas veronii	1.0	517_t3
AAA25293.1	Listeria monocytogenes	1.0	517_t3
AAC60780.1	Yersinia enterocolitica (type O:8)	1.0	517_t3
CAA42594.1	Streptomyces lividans 1326	1.0	517_t3
CBI75871.1	Bartonella clarridgeiae 73	2.0	517_t3
BAQ22139.1	Serratia marcescens	1.0	517_t3
AHA41504.1	Rhodococcus hoagii	1.0	517_t3
AAL27446.1	Enterococcus faecalis	1.0	517_t3
WP_001572373.1	Enterobacteriales	1.0	517_t3
ANZ79241.1	uncultured bacterium	1496.0	519_t1
A1A317	Bifidobacterium adolescentis ATCC 15703	10601.0	519_t1
AAC74000.1	Escherichia coli str. K-12 substr. MG1655	8132.0	519_t1
CAC14595.1	Stenotrophomonas maltophilia	1216.0	519_t1
AAC75089.1	Escherichia coli str. K-12 substr. MG1655	5458.0	519_t1
AAA65954.1	Enterococcus faecium	482.0	519_t1
CAA53189	Staphylococcus aureus	6709.0	519_t1
AAF01499.1	Streptococcus pyogenes	2612.0	519_t1
AAD23513.1	Prevotella intermedia	575.0	519_t1
AAR84672.1	Paenibacillus popilliae ATCC 14706	1579.0	519_t1
NP_252896.1	Pseudomonas aeruginosa PAO1	905.0	519_t1
AAV85982.1	Neisseria gonorrhoeae	12265.0	519_t1
CAA79727.1	Bacteroides fragilis	10851.0	519_t1
AAK01167.1	Enterococcus faecium	362.0	519_t1
AET10445.1	Streptococcus australis	2531.0	519_t1
AAC32027.1	Streptomyces thermotolerans	1422.0	519_t1
CAA37477.1	Streptomyces rimosus	672.0	519_t1
CAA10975.1	Butyrivibrio fibrisolvens	3227.0	519_t1
ABD30512.1	Staphylococcus aureus subsp. aureus NCTC 8325	2155.0	519_t1
ADM92605.1	Acinetobacter baumannii	463.0	519_t1
CDO61516.1	Enterococcus faecium	7312.0	519_t1
AAC75429.1	Escherichia coli str. K-12 substr. MG1655	442.0	519_t1
AUI09862.1	uncultured bacterium	1162.0	519_t1
BAD59497.1	Nocardia farcinica IFM 10152	18673.0	519_t1
AAC73788.1	Escherichia coli str. K-12 substr. MG1655	2065.0	519_t1
AAO47226.2	Streptomyces rishiriensis	12798.0	519_t1
AEA37904.1	Streptococcus agalactiae	531.0	519_t1
AAB05622.1	Enterococcus faecalis	1130.0	519_t1
AAB41957.1	Pseudomonas aeruginosa	2482.0	519_t1
AYV52072.1	Lactococcus lactis	4179.0	519_t1
ACL82958.1	Enterococcus faecium	236.0	519_t1
BAE85478.1	Desulfitobacterium hafniense Y51	3156.0	519_t1
AAC75314.1	Escherichia coli str. K-12 substr. MG1655	860.0	519_t1
AAB51421.1	Clostridium perfringens	465.0	519_t1
ABA71733.1	Enterococcus faecalis	3278.0	519_t1
AAD51345.1	Stenotrophomonas maltophilia	1419.0	519_t1
AAR84673.1	Paenibacillus popilliae ATCC 14706	92.0	519_t1
APB03216.1	Paenibacillus sp. LC231	4425.0	519_t1
BAE06008.1	Pseudomonas aeruginosa	929.0	519_t1
ACL82957.1	Enterococcus faecium	1374.0	519_t1
ABX54687.1	Enterococcus faecalis	320.0	519_t1
AAA99504.1	Bacillus licheniformis	8755.0	519_t1
AET10444.1	Streptococcus australis	806.0	519_t1
EGP45231.1	Achromobacter insuavis AXX-A	1012.0	519_t1
AEO25219.1	Listeria monocytogenes FSL R2-561	358.0	519_t1
AKA86814	Enterococcus faecalis	6345.0	519_t1
CDO61513.1	Enterococcus faecium	7840.0	519_t1
AAC76539.1	Escherichia coli str. K-12 substr. MG1655	1261.0	519_t1
BAA34300.1	Pseudomonas aeruginosa PAO1	1577.0	519_t1
AAL73129.1	Streptococcus pyogenes	1458.0	519_t1
AAB58161.1	Burkholderia cepacia	2011.0	519_t1
NP_862226.1	Corynebacterium striatum	3527.0	519_t1
CCP46065.1	Mycobacterium tuberculosis H37Rv	2473.0	519_t1
NP_388442.1	Bacillus subtilis subsp. subtilis str. 168	2864.0	519_t1
AAX14802.1	Acinetobacter baumannii	1242.0	519_t1
AAG05882.1	Pseudomonas aeruginosa PAO1	3557.0	519_t1
BAA15935.1	Escherichia coli str. K-12 substr. W3110	1482.0	519_t1
AHA41500.1	Rhodococcus hoagii	379.0	519_t1
AAC75271.1	Escherichia coli str. K-12 substr. MG1655	607.0	519_t1
AAC60781.1	Yersinia enterocolitica (type O:8)	2543.0	519_t1
APB03219.1	Paenibacillus sp. LC231	8754.0	519_t1
BAE06006.1	Pseudomonas aeruginosa	246.0	519_t1
AAC76093.1	Escherichia coli str. K-12 substr. MG1655	1349.0	519_t1
ABA71731.1	Enterococcus faecalis	2102.0	519_t1
ABX00624.1	Streptomyces lincolnensis	1054.0	519_t1
AAF86219.1	Enterococcus faecium	117.0	519_t1
AAA23033.2	Campylobacter jejuni	1287.0	519_t1
AEY83581	Staphylococcus aureus	6169.0	519_t1
APB03214.1	Paenibacillus sp. LC231	1942.0	519_t1
AAF74725.1	Bacteroides fragilis	2308.0	519_t1
AAG07763.1	Pseudomonas aeruginosa PAO1	1811.0	519_t1
CAH35802.1	Burkholderia pseudomallei K96243	863.0	519_t1
ABA71727.1	Enterococcus faecalis	1310.0	519_t1
AAA20117.1	Clostridium perfringens	1362.0	519_t1
AAA65953.1	Enterococcus faecium	760.0	519_t1
AAP43110.2	Escherichia coli	2550.0	519_t1
ABS43151.1	Campylobacter jejuni subsp. doylei 269.97	8344.0	519_t1
AAK76137.1	Streptococcus pneumoniae TIGR4	3276.0	519_t1
AVI44920.1	Staphylococcus aureus	1694.0	519_t1
AHA41505.1	Rhodococcus hoagii	1012.0	519_t1
SIP52035.1	Pseudomonas aeruginosa	746.0	519_t1
ABH10964.1	Staphylococcus haemolyticus	352.0	519_t1
AAF63432	Yersinia enterocolitica	536.0	519_t1
AAA25550.1	Plasmid pAZ1	801.0	519_t1
ACB05808.1	Acinetobacter baumannii	468.0	519_t1
AAA27471.1	Bacteroides fragilis	272.0	519_t1
AAL27445.1	Enterococcus faecalis	520.0	519_t1
AAK37619.1	Vibrio harveyi	721.0	519_t1
AAL19305.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	2342.0	519_t1
BAA16344.1	Escherichia coli str. K-12 substr. W3110	1517.0	519_t1
ABA71732.1	Enterococcus faecalis	784.0	519_t1
ADO96486.1	Haemophilus influenzae R2846	168.0	519_t1
AEP40502.2	Enterococcus faecium	157.0	519_t1
ABK33456.1	Pseudomonas aeruginosa	209.0	519_t1
AAA26793	Streptomyces antibioticus	2581.0	519_t1
